App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Revenue Estimate,Review Engagement,Install Group,Rating Class
Easy TikTok,Social,4.2,0,64.1,100,Free,0.0,Everyone 10+,Education,09-11-2024,10.13.26,0.0,0.0,Low,Good
Easy Tracker,Social,4.1,298,87.0,10000,Free,0.0,Everyone,Social;Creativity,09-04-2023,3.2.16,0.0,0.0298,Low,Good
Easy Tracker 2023,Books_And_Reference,3.7,529,138.8,50000,Free,0.0,Everyone,Books And Reference,27-11-2025,14.7.26,0.0,0.01058,Medium,Good
Easy Tracker Go,Beauty,3.8,5,9.5,10,Free,0.0,Teen,Beauty,19-12-2025,7.4.95,0.0,0.5,Low,Good
Easy Tracker Hub 2023,Social,4.3,424,62.8,10000,Free,0.0,Mature 17+,Art And Design,11-07-2023,9.14.58,0.0,0.0424,Low,Good
Easy Tracker Max 2024,Finance,2.9,17,13.9,500,Free,0.0,Everyone,Finance,20-05-2026,1.3.27,0.0,0.034,Low,Average
Easy Tracker Online,Social,4.6,19,29.7,500,Free,0.0,Everyone,Family,26-06-2026,13.6.73,0.0,0.038,Low,Excellent
Easy Tracker_8470,Music,4.0,0,67.7,10,Free,0.0,Everyone,Tools,15-08-2023,8.5.75,0.0,0.0,Low,Good
Easy VPN,Game,5.0,22903,815.5,500000,Free,0.0,Everyone,Game;Board,09-06-2026,3.2.10,0.0,0.045806,High,Excellent
Easy VPN Hub,Game,5.0,5,1412.2,50,Free,0.0,Teen,Game;Simulation,22-12-2025,2.5.3,0.0,0.1,Low,Excellent
Easy VPN Max,Game,5.0,445,90.05,10000,Free,0.0,Everyone 10+,Game;Action,12-02-2026,Varies with device,0.0,0.0445,Low,Excellent
Easy Wallet,Parenting,5.0,21,120.0,1000,Free,0.0,Everyone,Parenting,17-08-2024,3.11.8,0.0,0.021,Low,Excellent
Easy Wallet 3D,Web3_And_Crypto,4.3,419,92.6,10000,Free,0.0,Mature 17+,Web3 And Crypto;Creativity,07-08-2024,12.12.31,0.0,0.0419,Low,Good
Easy Wallet AI,Productivity,4.0,4,15.4,50,Free,0.0,Teen,Productivity,10-03-2025,3.19.69,0.0,0.08,Low,Good
Easy Wallet Now,Social,4.0,2,8.8,10,Free,0.0,Everyone,Family,08-07-2024,10.14.88,0.0,0.2,Low,Good
Easy Wallet Now_5730,Maps_And_Navigation,4.3,20,39.4,500,Free,0.0,Everyone,Maps And Navigation,17-02-2024,7.8.69,0.0,0.04,Low,Good
Easy Wallet Plus 2024,Social,4.0,1,136.9,100,Free,0.0,Everyone,Family,14-03-2026,3.9.44,0.0,0.01,Low,Good
Easy Wallet_1167,Social,3.9,0,51.2,100,Free,0.0,Everyone,Social,26-06-2025,13.7.77,0.0,0.0,Low,Good
Editor,Productivity,4.3,958162,130.6,50000000,Free,0.0,Everyone,Productivity,15-12-2024,9.4.47,0.0,0.01916324,Very High,Good
Editor 2023,Productivity,3.7,21460,138.9,500000,Free,0.0,Everyone,Productivity;Creativity,23-04-2026,4.14.22,0.0,0.04292,High,Good
Editor 2024,Game,4.5,150,90.05,10000,Free,0.0,Everyone 10+,Game;Simulation,01-12-2025,Varies with device,0.0,0.015,Low,Good
Editor 2025,Auto_And_Vehicles,3.8,44,106.6,1000,Free,0.0,Everyone 10+,Auto And Vehicles,05-06-2024,9.4.73,0.0,0.044,Low,Good
Editor 2026,Game,4.4,202799,90.05,5000000,Free,0.0,Everyone,Game;Board,19-02-2026,Varies with device,0.0,0.0405598,Very High,Good
Editor 3D,Productivity,3.8,207595,77.1,5000000,Free,0.0,Everyone,Productivity,06-08-2024,10.1.29,0.0,0.041519,Very High,Good
Editor 3D 2025,Music,3.8,24,133.9,500,Free,0.0,Teen,Tools;Creativity,06-05-2025,11.11.78,0.0,0.048,Low,Good
Editor AI,Social,4.9,201482,44.6,5000000,Paid,4.99,Everyone,Family,18-10-2025,11.16.87,24950000.0,0.0402964,Very High,Excellent
Editor AI 2023,Weather,3.7,2413,107.9,50000,Free,0.0,Everyone 10+,Weather,07-11-2025,8.10.78,0.0,0.04826,Medium,Good
Editor AI 2025,Game,4.3,1,90.05,50,Free,0.0,Everyone,Game;RPG,05-11-2025,Varies with device,0.0,0.02,Low,Good
Editor AI 2026,Social,3.4,31,6.7,1000,Free,0.0,Teen,Artificial Intelligence,06-04-2026,12.17.94,0.0,0.031,Low,Average
Editor App,Game,4.1,1260,90.05,50000,Free,0.0,Everyone,Game;Simulation,28-10-2022,Varies with device,0.0,0.0252,Medium,Good
Editor App 2023,Lifestyle,4.0,1,111.0,100,Free,0.0,Mature 17+,Lifestyle,10-06-2023,15.10.36,0.0,0.01,Low,Good
Editor App 2024,Game,4.0,33397,1050.8,1000000,Free,0.0,Everyone,Game;Board,06-03-2026,11.9.82,0.0,0.033397,High,Good
Editor Go,Shopping,5.0,2451,119.8,50000,Free,0.0,Everyone,Shopping,04-06-2026,4.8.91,0.0,0.04902,Medium,Excellent
Editor Go 2023,Social,5.0,5,8.9,10,Free,0.0,Everyone,Family,07-02-2026,14.6.14,0.0,0.5,Low,Excellent
Editor Hub,Social,3.7,1751,129.5,100000,Free,0.0,Everyone 10+,Medical,29-06-2026,4.15.22,0.0,0.01751,Medium,Good
Editor Hub 2024,Social,3.6,17,10.2,500,Free,0.0,Everyone 10+,Family;Creativity,27-03-2026,6.14.19,0.0,0.034,Low,Good
Editor Hub 2025,Books_And_Reference,3.8,2,16.9,100,Free,0.0,Everyone,Books And Reference,11-06-2023,10.4.75,0.0,0.02,Low,Good
Editor Max,Productivity,4.0,1024,61.7,50000,Free,0.0,Everyone 10+,Productivity;Creativity,12-08-2024,7.6.78,0.0,0.02048,Medium,Good
Editor Max 2024,Finance,4.0,0,18.2,50,Free,0.0,Everyone,Finance,14-10-2023,15.1.65,0.0,0.0,Low,Good
Editor Max 2025,Music,3.8,48,90.05,1000,Free,0.0,Everyone,Tools,30-04-2026,Varies with device,0.0,0.048,Low,Good
Editor Max_9727,Auto_And_Vehicles,4.6,273,142.1,50000,Free,0.0,Everyone,Auto And Vehicles,07-07-2025,4.1.51,0.0,0.00546,Medium,Excellent
Editor Now,Weather,4.6,41,50.5,1000,Paid,1.99,Everyone,Weather,23-04-2026,10.4.40,1990.0,0.041,Low,Excellent
Editor Online,Music,3.7,434994,6.4,10000000,Free,0.0,Everyone,Tools,03-10-2023,5.15.86,0.0,0.0434994,Very High,Good
Editor Online 2026,Productivity,4.0,3,91.6,10,Free,0.0,Everyone,Productivity;Creativity,27-04-2026,15.17.55,0.0,0.3,Low,Good
Editor Plus,Music,4.8,1765,143.0,50000,Paid,1.99,Everyone,Tools,30-04-2025,11.15.25,99500.0,0.0353,Medium,Excellent
Editor Plus 2023,Social,3.5,24258,129.0,1000000,Free,0.0,Everyone,Family,27-10-2024,2.9.77,0.0,0.024258,High,Average
Editor Premium,Productivity,3.6,3821,83.3,100000,Free,0.0,Everyone,Productivity,13-10-2023,11.7.98,0.0,0.03821,Medium,Good
Editor Premium 2026,Social,4.2,3184,90.05,100000,Free,0.0,Teen,Family,02-10-2025,Varies with device,0.0,0.03184,Medium,Good
Editor Pro,Game,4.8,471,223.7,10000,Free,0.0,Everyone,Game;Card,12-05-2026,1.7.55,0.0,0.0471,Low,Excellent
Editor Pro 2023,Game,4.3,1,476.6,100,Free,0.0,Everyone 10+,Game;Simulation,28-11-2022,1.5.14,0.0,0.01,Low,Good
Editor Pro 2024,Productivity,3.8,15468,16.8,500000,Free,0.0,Everyone,Productivity;Creativity,13-10-2025,1.17.1,0.0,0.030936,High,Good
Editor Pro 2025,Productivity,4.6,5,22.6,500,Free,0.0,Everyone 10+,Productivity,04-10-2023,5.10.78,0.0,0.01,Low,Excellent
Editor Pro 2026,Web3_And_Crypto,4.8,5,135.4,50,Free,0.0,Mature 17+,Web3 And Crypto,03-02-2026,14.17.52,0.0,0.1,Low,Excellent
Editor Space,Social,3.9,1849,100.4,100000,Free,0.0,Everyone,Family,09-10-2025,4.2.17,0.0,0.01849,Medium,Good
Editor_2665,Game,4.3,3,886.0,100,Free,0.0,Mature 17+,Game;RPG,24-12-2023,13.8.82,0.0,0.03,Low,Good
Editor_3134,Social,3.4,2862,123.3,100000,Free,0.0,Unrated,Family,14-04-2024,11.14.35,0.0,0.02862,Medium,Average
Editor_4251,Personalization,4.2,45,55.9,1000,Free,0.0,Everyone,Personalization,07-01-2025,5.7.38,0.0,0.045,Low,Good
Editor_8702,Productivity,4.7,41012,19.5,5000000,Free,0.0,Everyone 10+,Productivity,22-06-2026,10.15.91,0.0,0.0082024,Very High,Excellent
Epic Browser,Social,4.0,9,96.8,500,Free,0.0,Teen,Artificial Intelligence,13-07-2024,5.12.46,0.0,0.018,Low,Good
Epic Browser 2023,Social,4.0,6,45.7,500,Free,0.0,Everyone,Social;Creativity,26-02-2025,6.10.0,0.0,0.012,Low,Good
Epic Browser 3D,Social,4.0,2,7.2,100,Free,0.0,Everyone,Family,09-08-2025,15.17.63,0.0,0.02,Low,Good
Epic Browser Max,Social,4.1,4828,115.3,100000,Free,0.0,Teen,Social,17-02-2026,7.19.56,0.0,0.04828,Medium,Good
Epic Browser Online,Productivity,4.7,21,90.05,1000,Free,0.0,Everyone 10+,Productivity,28-08-2025,Varies with device,0.0,0.021,Low,Excellent
Epic Browser Premium,Social,3.9,3,86.5,50,Free,0.0,Everyone,Social,03-05-2026,4.13.39,0.0,0.06,Low,Good
Epic Chat,Social,3.8,48677,148.3,1000000,Free,0.0,Teen,Family;Creativity,30-01-2025,5.5.71,0.0,0.048677,High,Good
Epic Chat 2025,Social,3.0,2456,88.5,50000,Free,0.0,Everyone,Family,08-08-2025,13.10.71,0.0,0.04912,Medium,Average
Epic Chat 3D_3912,Game,4.3,0,1623.2,10,Free,0.0,Everyone,Game;Simulation,27-04-2026,11.16.19,0.0,0.0,Low,Good
Epic Chat AI,Social,3.9,44,88.2,1000,Free,0.0,Everyone,Family,06-04-2026,4.9.40,0.0,0.044,Low,Good
Epic Chat App,Productivity,4.0,3,79.4,10,Free,0.0,Everyone,Productivity,28-10-2025,1.16.38,0.0,0.3,Low,Good
Epic Chat Go,Music,4.0,4,48.5,100,Free,0.0,Everyone,Tools,15-05-2026,15.18.58,0.0,0.04,Low,Good
Epic Chat Hub,Social,4.0,2,90.05,50,Free,0.0,Everyone,Family,18-11-2025,Varies with device,0.0,0.04,Low,Good
Epic Chat Max,Social,4.9,5,85.2,50,Free,0.0,Everyone,Artificial Intelligence,31-12-2025,2.19.7,0.0,0.1,Low,Excellent
Epic Chat Now,Game,4.7,234,90.05,5000,Free,0.0,Everyone,Game;Card,23-05-2025,Varies with device,0.0,0.0468,Low,Excellent
Epic Chat Online,Sports,3.9,0,148.0,50,Free,0.0,Everyone,Sports,09-07-2025,15.10.93,0.0,0.0,Low,Good
Epic Chat Premium,Productivity,4.0,1,23.9,50,Free,0.0,Everyone,Productivity,23-11-2025,5.5.74,0.0,0.02,Low,Good
Epic Chat Space,Finance,4.0,26,86.7,1000,Free,0.0,Everyone,Finance,01-04-2026,10.15.57,0.0,0.026,Low,Good
Epic Connect,Food_And_Drink,3.6,433,92.0,10000,Free,0.0,Everyone,Food And Drink;Creativity,02-05-2024,15.3.90,0.0,0.0433,Low,Good
Epic Connect 2024,Game,4.3,4,90.05,50,Free,0.0,Everyone,Game;Strategy,09-04-2025,Varies with device,0.0,0.08,Low,Good
Epic Connect App 2026,Music,3.1,26,97.6,5000,Free,0.0,Adults only 18+,Tools,07-05-2026,10.0.13,0.0,0.0052,Low,Average
Epic Connect Plus,Social,4.3,2,51.7,10,Free,0.0,Everyone,Artificial Intelligence,05-05-2026,14.7.90,0.0,0.2,Low,Good
Epic Connect Premium,Social,4.2,49,39.6,1000,Free,0.0,Everyone,Family,28-05-2024,11.6.56,0.0,0.049,Low,Good
Epic Connect Premium 2023,Social,5.0,11,48.2,500,Free,0.0,Everyone,Family,21-02-2026,15.2.14,0.0,0.022,Low,Excellent
Epic Craft,Social,4.2,233,129.8,10000,Free,0.0,Everyone,Family,14-11-2023,1.19.54,0.0,0.0233,Low,Good
Epic Craft 2023,Social,3.4,2028,60.3,100000,Free,0.0,Everyone,Family,01-03-2026,10.16.52,0.0,0.02028,Medium,Average
Epic Craft 2024,Social,3.9,1473,62.1,50000,Free,0.0,Everyone,Family,31-07-2025,11.13.61,0.0,0.02946,Medium,Good
Epic Craft 2025,Music,4.0,4,90.05,100,Free,0.0,Teen,Tools,15-09-2025,Varies with device,0.0,0.04,Low,Good
Epic Craft 2026,Productivity,4.0,0,85.8,50,Free,0.0,Unrated,Productivity,29-12-2025,8.9.68,0.0,0.0,Low,Good
Epic Craft 3D 2026,Game,4.7,2010,1538.4,50000,Free,0.0,Teen,Game;Card,03-07-2025,15.9.15,0.0,0.0402,Medium,Excellent
Epic Craft Pro,Social,4.0,3,74.6,10,Free,0.0,Everyone,Family,27-05-2026,11.17.100,0.0,0.3,Low,Good
Epic Craft Pro 2023,Game,4.3,2,333.5,50,Free,0.0,Teen,Game;Strategy,04-04-2025,3.18.45,0.0,0.04,Low,Good
Epic Dash,Game,3.6,3761,90.05,100000,Free,0.0,Everyone,Game;Casual,16-06-2025,Varies with device,0.0,0.03761,Medium,Good
Epic Dash Premium,Social,4.2,294,19.4,10000,Free,0.0,Teen,Artificial Intelligence,09-02-2025,2.5.86,0.0,0.0294,Low,Good
Epic Dash Pro,Social,4.3,363,98.1,10000,Free,0.0,Everyone,Family,17-09-2025,9.15.69,0.0,0.0363,Low,Good
Epic Drive,Maps_And_Navigation,4.9,1830,32.3,50000,Free,0.0,Everyone,Maps And Navigation,08-04-2026,5.19.73,0.0,0.0366,Medium,Excellent
Epic Drive Go,Web3_And_Crypto,3.9,127,59.0,5000,Free,0.0,Mature 17+,Web3 And Crypto,07-03-2026,14.16.74,0.0,0.0254,Low,Good
Epic Drive Hub,Social,4.0,0,87.4,50,Free,0.0,Everyone,Family,05-12-2025,11.13.79,0.0,0.0,Low,Good
Epic Drive Plus,Music,5.0,76,90.05,5000,Free,0.0,Everyone,Tools,21-03-2026,Varies with device,0.0,0.0152,Low,Excellent
Epic Editor,Social,3.9,17,12.4,500,Free,0.0,Everyone 10+,Family,01-02-2026,3.10.87,0.0,0.034,Low,Good
Epic Editor 2026,Social,4.6,5,12.9,10,Free,0.0,Everyone,Family;Creativity,23-10-2025,7.3.64,0.0,0.5,Low,Excellent
Epic Editor App,News_And_Magazines,3.5,13,106.5,1000,Free,0.0,Everyone,News And Magazines,18-04-2024,12.10.89,0.0,0.013,Low,Average
Epic Editor Go,Social,4.2,185,63.7,10000,Free,0.0,Everyone,Medical,23-06-2024,6.4.0,0.0,0.0185,Low,Good
Epic Editor Now,Productivity,4.0,4,92.5,500,Free,0.0,Teen,Productivity,14-12-2025,10.11.51,0.0,0.008,Low,Good
Epic Facebook,Health_And_Fitness,4.4,5,90.05,10,Free,0.0,Mature 17+,Health And Fitness,18-04-2025,Varies with device,0.0,0.5,Low,Good
Epic Fit,Social,2.6,333,142.7,10000,Free,0.0,Teen,Social,19-10-2025,6.10.90,0.0,0.0333,Low,Average
Epic Fit 2023,Social,3.4,155,44.0,10000,Free,0.0,Everyone,Artificial Intelligence,12-06-2023,9.20.100,0.0,0.0155,Low,Average
Epic Fit 2024,Music,4.1,17,142.2,1000,Free,0.0,Everyone,Tools;Creativity,29-04-2026,15.9.22,0.0,0.017,Low,Good
Epic Fit Go,Music,4.3,14,54.4,500,Free,0.0,Mature 17+,Tools,11-09-2025,12.15.55,0.0,0.028,Low,Good
Epic Fit Now,Social,4.1,3521,23.3,100000,Free,0.0,Mature 17+,Artificial Intelligence,12-04-2025,13.14.31,0.0,0.03521,Medium,Good
Epic Fit Pro,Music,4.0,4,69.5,50,Free,0.0,Everyone,Tools,19-11-2025,13.0.25,0.0,0.08,Low,Good
Epic Fit Space,Game,4.3,0,90.05,50,Free,0.0,Everyone,Game;Casual,21-03-2026,Varies with device,0.0,0.0,Low,Good
Epic Health,Finance,4.0,4,28.1,50,Free,0.0,Unrated,Finance,18-03-2022,7.16.5,0.0,0.08,Low,Good
Epic Health 2024,Business,2.9,241,49.7,5000,Free,0.0,Everyone,Business,22-08-2025,5.15.47,0.0,0.0482,Low,Average
Epic Health Now,Social,4.0,2,118.2,50,Free,0.0,Teen,Family,01-03-2026,8.1.76,0.0,0.04,Low,Good
Epic Health Premium,Music,3.3,5,71.7,10,Free,0.0,Everyone,Tools,21-05-2026,13.8.31,0.0,0.5,Low,Average
Epic Health Pro,Social,4.3,4,90.05,50,Free,0.0,Everyone,Artificial Intelligence,11-11-2024,Varies with device,0.0,0.08,Low,Good
Epic Health_3933,Game,4.3,3,90.05,500,Paid,0.99,Everyone,Game;RPG,11-12-2025,Varies with device,495.0,0.006,Low,Good
Epic Instagram,Social,4.2,233,90.05,5000,Free,0.0,Everyone,Medical,25-03-2026,Varies with device,0.0,0.0466,Low,Good
Epic Instagram 2024,Social,3.4,27,43.7,5000,Free,0.0,Everyone,Artificial Intelligence,18-08-2025,2.10.29,0.0,0.0054,Low,Average
Epic Instagram Go,Social,4.3,1,5.8,50,Free,0.0,Everyone,Artificial Intelligence,12-02-2026,6.18.16,0.0,0.02,Low,Good
Epic Instagram Go 2025,Social,3.9,4,145.7,50,Free,0.0,Everyone,Social,13-06-2023,3.4.45,0.0,0.08,Low,Good
Epic Instagram Online,Social,4.0,3,32.8,500,Free,0.0,Everyone 10+,Medical,26-12-2025,3.9.1,0.0,0.006,Low,Good
Epic Instagram Plus,Productivity,3.3,24,27.2,500,Free,0.0,Teen,Productivity,25-06-2026,10.13.77,0.0,0.048,Low,Average
Epic Instagram Premium,Productivity,3.6,42,16.0,1000,Free,0.0,Everyone,Productivity,15-04-2026,12.19.56,0.0,0.042,Low,Good
Epic Instagram Pro,Social,4.0,0,101.1,10,Free,0.0,Everyone,Family,13-03-2024,6.10.48,0.0,0.0,Low,Good
Epic Learn,Finance,4.5,237,86.4,5000,Free,0.0,Everyone,Finance,23-06-2026,8.15.84,0.0,0.0474,Low,Good
Epic Learn 2024,Social,4.0,2,43.3,100,Free,0.0,Everyone,Family;Creativity,10-07-2025,13.16.60,0.0,0.02,Low,Good
Epic Learn 3D 2024,Game,3.8,52,666.1,5000,Free,0.0,Everyone,Game;RPG,27-06-2026,6.10.11,0.0,0.0104,Low,Good
Epic Learn Plus,Productivity,4.0,0,74.3,10,Free,0.0,Everyone,Productivity,16-08-2024,8.8.45,0.0,0.0,Low,Good
Epic Learn Premium,Video_Players,3.6,153,81.1,5000,Free,0.0,Everyone 10+,Video Players,18-12-2023,15.1.43,0.0,0.0306,Low,Good
Epic Maker,Game,4.5,380,90.05,10000,Free,0.0,Everyone,Game;Board,23-09-2022,Varies with device,0.0,0.038,Low,Good
Epic Maker 2026,Game,4.3,3,1525.7,10,Free,0.0,Everyone,Game;Strategy,08-04-2025,10.5.71,0.0,0.3,Low,Good
Epic Maker App_1358,Game,4.3,3,1486.9,10,Free,0.0,Everyone,Game;Casual,12-12-2024,12.9.46,0.0,0.3,Low,Good
Epic Maker Max,House_And_Home,4.0,1,71.6,50,Free,0.0,Teen,House And Home,18-05-2026,1.16.17,0.0,0.02,Low,Good
Epic Pay,Social,4.5,1284,57.4,50000,Free,0.0,Everyone,Family,01-04-2025,7.10.39,0.0,0.02568,Medium,Good
Epic Pay AI,Productivity,4.0,1,104.8,100,Free,0.0,Everyone,Productivity,23-12-2024,3.6.13,0.0,0.01,Low,Good
Epic Pay App,Music,4.4,5,83.9,100,Free,0.0,Teen,Tools,10-05-2025,1.2.40,0.0,0.05,Low,Good
Epic Pay Go 2026,Game,4.3,4,90.05,100,Free,0.0,Teen,Game;Strategy,15-08-2025,Varies with device,0.0,0.04,Low,Good
Epic Pay Max,Finance,4.7,5,23.7,50,Free,0.0,Everyone,Finance,31-10-2025,2.11.60,0.0,0.1,Low,Excellent
Epic Pay Online,Finance,4.0,3,9.0,50,Free,0.0,Everyone,Finance,18-11-2025,11.6.47,0.0,0.06,Low,Good
Epic Player,Game,4.3,1319,90.05,50000,Paid,2.99,Everyone,Game;Simulation,12-03-2025,Varies with device,149500.0,0.02638,Medium,Good
Epic Player App,Beauty,4.0,5,68.3,50,Free,0.0,Everyone,Beauty,18-10-2024,10.10.8,0.0,0.1,Low,Good
Epic Player Plus 2024,Game,4.5,2994,1948.6,100000,Free,0.0,Everyone,Game;Simulation,20-03-2025,4.5.77,0.0,0.02994,Medium,Good
Epic Player Space,Game,3.7,21,1709.9,500,Free,0.0,Everyone,Game;Casual,14-12-2023,7.3.96,0.0,0.042,Low,Good
Epic Spotify,Social,4.1,2,61.6,100,Free,0.0,Everyone,Art And Design;Creativity,02-02-2026,13.14.70,0.0,0.02,Low,Good
Epic Strike,Events,3.6,975,137.9,100000,Free,0.0,Everyone,Events,07-04-2026,4.12.24,0.0,0.00975,Medium,Good
Epic Strike 2025,Game,4.3,0,1637.4,50,Free,0.0,Mature 17+,Game;Strategy,07-06-2025,13.8.27,0.0,0.0,Low,Good
Epic Telegram,Social,4.3,94,144.1,5000,Free,0.0,Everyone,Family,16-06-2025,15.1.65,0.0,0.0188,Low,Good
Epic Telegram App,Game,4.3,291,90.05,10000,Free,0.0,Everyone,Game;Puzzle,07-06-2025,Varies with device,0.0,0.0291,Low,Good
Epic Telegram Hub,Social,4.0,0,29.7,100,Free,0.0,Mature 17+,Family,24-12-2025,15.7.37,0.0,0.0,Low,Good
Epic Telegram Online,Productivity,4.0,3,55.4,100,Free,0.0,Everyone,Productivity;Creativity,21-06-2025,5.17.73,0.0,0.03,Low,Good
Epic Tracker,Parenting,4.7,7893,90.05,500000,Free,0.0,Teen,Parenting,03-04-2026,Varies with device,0.0,0.015786,High,Excellent
Epic Tracker 2026,Entertainment,4.0,0,90.05,10,Free,0.0,Mature 17+,Entertainment,05-08-2025,Varies with device,0.0,0.0,Low,Good
Epic Tracker App,Beauty,4.0,3,40.6,50,Free,0.0,Everyone,Beauty,21-12-2024,9.5.81,0.0,0.06,Low,Good
Epic Tracker Go,Social,3.8,34,67.5,1000,Free,0.0,Teen,Artificial Intelligence,25-02-2023,1.5.12,0.0,0.034,Low,Good
Epic Tracker Go 2025,Weather,4.7,49,114.3,5000,Free,0.0,Teen,Weather,31-07-2025,5.11.53,0.0,0.0098,Low,Excellent
Epic Tracker Now,Shopping,4.1,2,128.5,100,Free,0.0,Everyone 10+,Shopping;Creativity,24-07-2025,11.2.22,0.0,0.02,Low,Good
Epic Tracker Premium,Game,4.3,4,936.9,10,Free,0.0,Everyone,Game;Board,30-01-2024,11.6.87,0.0,0.4,Low,Good
Epic Tracker Pro,Productivity,4.0,1,90.05,100,Free,0.0,Everyone,Productivity,03-04-2025,Varies with device,0.0,0.01,Low,Good
Epic VPN,Social,3.3,199,90.05,10000,Free,0.0,Teen,Social,29-07-2024,Varies with device,0.0,0.0199,Low,Average
Epic VPN 2024,Shopping,3.8,158,70.9,10000,Free,0.0,Everyone,Shopping,25-05-2026,7.20.60,0.0,0.0158,Low,Good
Epic VPN App,Music,4.4,5,42.4,500,Free,0.0,Everyone 10+,Tools;Creativity,05-06-2026,4.19.75,0.0,0.01,Low,Good
Epic VPN Go,Food_And_Drink,3.2,889,68.2,50000,Free,0.0,Everyone,Food And Drink,13-10-2024,2.9.21,0.0,0.01778,Medium,Average
Epic VPN Hub,Game,4.3,4,1855.4,100,Free,0.0,Everyone,Game;Board,18-01-2025,7.1.0,0.0,0.04,Low,Good
Epic VPN Plus,Music,4.0,15,90.05,500,Free,0.0,Teen,Tools;Creativity,26-03-2023,Varies with device,0.0,0.03,Low,Good
Epic VPN Premium,Social,4.4,6,66.0,500,Free,0.0,Everyone,Artificial Intelligence,06-06-2024,6.6.96,0.0,0.012,Low,Good
Epic VPN Space 2023,Game,3.9,104,90.05,5000,Free,0.0,Teen,Game;Strategy,13-11-2025,Varies with device,0.0,0.0208,Low,Good
Epic Wallet,Health_And_Fitness,4.3,178,147.0,5000,Free,0.0,Everyone,Health And Fitness,26-12-2023,15.2.81,0.0,0.0356,Low,Good
Epic Wallet 2024,Finance,4.6,602,22.7,100000,Free,0.0,Everyone,Finance;Creativity,23-05-2025,7.9.41,0.0,0.00602,Medium,Excellent
Epic Wallet AI,Social,3.9,5,39.7,100,Free,0.0,Teen,Family,05-04-2026,8.1.16,0.0,0.05,Low,Good
Epic Wallet App,Social,4.3,22392,146.3,500000,Free,0.0,Everyone,Family,16-12-2025,6.5.89,0.0,0.044784,High,Good
Epic Wallet Max,Social,4.0,3,123.6,10,Free,0.0,Everyone,Family,19-06-2026,4.7.26,0.0,0.3,Low,Good
Epic Wallet Premium,Finance,4.0,2,119.3,50,Free,0.0,Teen,Finance,04-04-2026,4.0.88,0.0,0.04,Low,Good
Epic Wallet Pro,Sports,3.9,1,90.05,100,Free,0.0,Everyone 10+,Sports,14-06-2024,Varies with device,0.0,0.01,Low,Good
Facebook,Social,3.4,11487705,90.05,500000000,Free,0.0,Everyone,Education,22-10-2025,Varies with device,0.0,0.02297541,Very High,Average
Facebook 2024,Web3_And_Crypto,4.1,287,137.9,50000,Free,0.0,Mature 17+,Web3 And Crypto,21-05-2023,9.4.69,0.0,0.00574,Medium,Good
Facebook 2026,Communication,4.1,653,27.0,50000,Free,0.0,Everyone,Communication,16-06-2024,15.18.42,0.0,0.01306,Medium,Good
Fit,Social,4.6,264840,122.6,10000000,Free,0.0,Teen,Education;Creativity,13-03-2026,6.1.24,0.0,0.026484,Very High,Excellent
Fit 2023,Social,5.0,98079,124.3,5000000,Free,0.0,Everyone,Artificial Intelligence,12-06-2026,10.11.83,0.0,0.0196158,Very High,Excellent
Fit 2024,Game,3.7,18625,90.05,500000,Free,0.0,Everyone,Game;Casual,24-07-2025,Varies with device,0.0,0.03725,High,Good
Fit 2025,Social,3.6,26830,139.9,1000000,Free,0.0,Everyone,Family,24-09-2025,5.16.76,0.0,0.02683,High,Good
Fit 2026,Game,4.4,8,1909.2,500,Free,0.0,Everyone,Game;Puzzle,02-10-2025,15.11.94,0.0,0.016,Low,Good
Fit 3D,Social,3.9,310,39.3,10000,Free,0.0,Everyone,Family,17-09-2025,6.1.4,0.0,0.031,Low,Good
Fit 3D_9683,Game,4.3,4,1745.8,10,Free,0.0,Everyone,Game;Puzzle,03-09-2023,14.5.46,0.0,0.4,Low,Good
Fit AI,Music,3.4,4523,39.2,100000,Free,0.0,Everyone 10+,Tools,14-06-2026,13.17.49,0.0,0.04523,Medium,Average
Fit App,Game,3.9,13203,90.05,500000,Free,0.0,Everyone,Game;Action,28-06-2026,Varies with device,0.0,0.026406,High,Good
Fit App 2024,Social,3.9,1,106.9,100,Free,0.0,Everyone,Social,06-03-2026,4.5.50,0.0,0.01,Low,Good
Fit Go,Social,3.6,100,8.8,10000,Free,0.0,Everyone,Family,13-02-2025,14.19.46,0.0,0.01,Low,Good
Fit Go 2024,Social,4.0,2,80.6,50,Free,0.0,Everyone,Family,06-11-2024,12.19.20,0.0,0.04,Low,Good
Fit Go 2026,Social,4.3,4,13.3,10,Free,0.0,Everyone,Artificial Intelligence,01-10-2024,15.12.0,0.0,0.4,Low,Good
Fit Hub,Music,3.6,1616,66.4,50000,Paid,1.99,Everyone 10+,Tools;Creativity,17-11-2025,11.0.36,99500.0,0.03232,Medium,Good
Fit Hub 2023,Social,4.0,0,146.1,100,Free,0.0,Everyone,Family,20-12-2024,4.0.84,0.0,0.0,Low,Good
Fit Hub 2026,Social,4.6,21,75.8,500,Free,0.0,Everyone,Artificial Intelligence,04-07-2025,10.12.93,0.0,0.042,Low,Excellent
Fit Max,Social,4.2,188,88.4,10000,Free,0.0,Everyone,Social,13-04-2026,7.8.58,0.0,0.0188,Low,Good
